"EventType","InsertText","DeleteText","SourceLocation","ClientTimestamp","CodeStateSection","ToolInstances","EditType","X-Metadata","CodeStateID","X-Compilable","EventID","SubjectID","AssignmentID"
"X-Keystroke","k",,"65","1690669968124","main.py","1.1.5 for 2021-2022 @t1",,"k",,,,,
"File.Edit","s","","65","1690669968409","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","s",,"66","1690669968409","main.py","1.1.5 for 2021-2022 @t1",,"s",,,,,
"File.Edit","'","","66","1690669969041","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","'",,"67","1690669969041","main.py","1.1.5 for 2021-2022 @t1",,"'",,,,,
"File.Edit","'","","67","1690669969380","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","'",,"68","1690669969380","main.py","1.1.5 for 2021-2022 @t1",,"'",,,,,
"X-Action","Backspace",,,"1690669970165","main.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","'","67","1690669970165","main.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1690669970328","main.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","'","66","1690669970328","main.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Keystroke","o",,"63","1690669967553","main.py","1.1.5 for 2021-2022 @t1",,"o",,,,,
"X-Keystroke","c",,"64","1690669968008","main.py","1.1.5 for 2021-2022 @t1",,"c",,,,,
"X-Keystroke","k",,"65","1690669968124","main.py","1.1.5 for 2021-2022 @t1",,"k",,,,,
"X-Keystroke","s",,"66","1690669968409","main.py","1.1.5 for 2021-2022 @t1",,"s",,,,,
"X-Keystroke","'",,"67","1690669969041","main.py","1.1.5 for 2021-2022 @t1",,"'",,,,,
"X-Keystroke","'",,"68","1690669969380","main.py","1.1.5 for 2021-2022 @t1",,"'",,,,,
"X-Action","Enter",,,"1690669970628","main.py","1.1.5 for 2021-2022 @t1",,"Enter",,,,,
"File.Edit","
","","66","1690669970628","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Action","Enter",,,"1690669970844","main.py","1.1.5 for 2021-2022 @t1",,"Enter",,,,,
"File.Edit","
","","67","1690669970844","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Action","Enter",,,"1690669971245","main.py","1.1.5 for 2021-2022 @t1",,"Enter",,,,,
"File.Edit","
","","68","1690669971245","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","#","","69","1690669971883","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","#",,"70","1690669971883","main.py","1.1.5 for 2021-2022 @t1",,"#",,,,,
"File.Edit"," ","","70","1690669972245","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"71","1690669972245","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit","c","","71","1690669973431","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","c",,"72","1690669973431","main.py","1.1.5 for 2021-2022 @t1",,"c",,,,,
"X-Keystroke","#",,"70","1690669971883","main.py","1.1.5 for 2021-2022 @t1",,"#",,,,,
"X-Keystroke"," ",,"71","1690669972245","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","c",,"72","1690669973431","main.py","1.1.5 for 2021-2022 @t1",,"c",,,,,
"X-Keystroke","o",,"73","1690669973869","main.py","1.1.5 for 2021-2022 @t1",,"o",,,,,
"X-Keystroke","n",,"74","1690669974070","main.py","1.1.5 for 2021-2022 @t1",,"n",,,,,
"X-Keystroke","n",,"75","1690669974518","main.py","1.1.5 for 2021-2022 @t1",,"n",,,,,
"X-Keystroke","e",,"76","1690669974672","main.py","1.1.5 for 2021-2022 @t1",,"e",,,,,
"File.Edit","o","","72","1690669973869","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","o",,"73","1690669973869","main.py","1.1.5 for 2021-2022 @t1",,"o",,,,,
"File.Edit","n","","73","1690669974070","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","n",,"74","1690669974070","main.py","1.1.5 for 2021-2022 @t1",,"n",,,,,
"File.Edit","n","","74","1690669974518","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","n",,"75","1690669974518","main.py","1.1.5 for 2021-2022 @t1",,"n",,,,,
"File.Edit","e","","75","1690669974672","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","e",,"76","1690669974672","main.py","1.1.5 for 2021-2022 @t1",,"e",,,,,
"File.Edit","c","","76","1690669975672","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","c",,"77","1690669975688","main.py","1.1.5 for 2021-2022 @t1",,"c",,,,,
"File.Edit","t","","77","1690669976042","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","t",,"78","1690669976042","main.py","1.1.5 for 2021-2022 @t1",,"t",,,,,
"File.Edit"," ","","78","1690669976227","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"79","1690669976227","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit","t","","79","1690669976644","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","t",,"80","1690669976644","main.py","1.1.5 for 2021-2022 @t1",,"t",,,,,
"File.Edit","o","","80","1690669976760","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","o",,"81","1690669976760","main.py","1.1.5 for 2021-2022 @t1",,"o",,,,,
"X-Keystroke","c",,"77","1690669975688","main.py","1.1.5 for 2021-2022 @t1",,"c",,,,,
"X-Keystroke","t",,"78","1690669976042","main.py","1.1.5 for 2021-2022 @t1",,"t",,,,,
"X-Keystroke"," ",,"79","1690669976227","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","t",,"80","1690669976644","main.py","1.1.5 for 2021-2022 @t1",,"t",,,,,
"X-Keystroke","o",,"81","1690669976760","main.py","1.1.5 for 2021-2022 @t1",,"o",,,,,
"X-Keystroke"," ",,"82","1690669976960","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","m",,"83","1690669977430","main.py","1.1.5 for 2021-2022 @t1",,"m",,,,,
"X-Keystroke","a",,"84","1690669977577","main.py","1.1.5 for 2021-2022 @t1",,"a",,,,,
"X-Keystroke"," ",,"82","1690669976960","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit"," ","","81","1690669976960","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","m","","82","1690669977430","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","m",,"83","1690669977430","main.py","1.1.5 for 2021-2022 @t1",,"m",,,,,
"File.Edit","a","","83","1690669977577","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","a",,"84","1690669977577","main.py","1.1.5 for 2021-2022 @t1",,"a",,,,,
"X-Action","Backspace",,,"1690669978225","main.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","a","83","1690669978225","main.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1690669978410","main.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","m","82","1690669978410","main.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","m","","82","1690669979312","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","m",,"83","1690669979312","main.py","1.1.5 for 2021-2022 @t1",,"m",,,,,
"File.Edit","a","","83","1690669979435","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","a",,"84","1690669979435","main.py","1.1.5 for 2021-2022 @t1",,"a",,,,,
"X-Keystroke","m",,"83","1690669979312","main.py","1.1.5 for 2021-2022 @t1",,"m",,,,,
"X-Keystroke","a",,"84","1690669979435","main.py","1.1.5 for 2021-2022 @t1",,"a",,,,,
"X-Keystroke","r",,"85","1690669980083","main.py","1.1.5 for 2021-2022 @t1",,"r",,,,,
"X-Keystroke","k",,"86","1690669980369","main.py","1.1.5 for 2021-2022 @t1",,"k",,,,,
"X-Keystroke","e",,"87","1690669980601","main.py","1.1.5 for 2021-2022 @t1",,"e",,,,,
"X-Keystroke","t",,"88","1690669980886","main.py","1.1.5 for 2021-2022 @t1",,"t",,,,,
"X-Keystroke"," ",,"89","1690669981234","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit","r","","84","1690669980083","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","r",,"85","1690669980083","main.py","1.1.5 for 2021-2022 @t1",,"r",,,,,
"File.Edit","k","","85","1690669980369","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","k",,"86","1690669980369","main.py","1.1.5 for 2021-2022 @t1",,"k",,,,,
"File.Edit","e","","86","1690669980601","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","e",,"87","1690669980601","main.py","1.1.5 for 2021-2022 @t1",,"e",,,,,
"File.Edit","t","","87","1690669980886","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","t",,"88","1690669980886","main.py","1.1.5 for 2021-2022 @t1",,"t",,,,,
"File.Edit"," ","","88","1690669981234","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"89","1690669981234","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit","o","","89","1690669982438","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","o",,"90","1690669982438","main.py","1.1.5 for 2021-2022 @t1",,"o",,,,,
"File.Edit","p","","90","1690669982591","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","p",,"91","1690669982607","main.py","1.1.5 for 2021-2022 @t1",,"p",,,,,
"File.Edit","t","","91","1690669982818","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","t",,"92","1690669982818","main.py","1.1.5 for 2021-2022 @t1",,"t",,,,,
"File.Edit","i","","92","1690669982946","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","i",,"93","1690669982946","main.py","1.1.5 for 2021-2022 @t1",,"i",,,,,
"X-Keystroke","o",,"90","1690669982438","main.py","1.1.5 for 2021-2022 @t1",,"o",,,,,
"X-Keystroke","p",,"91","1690669982607","main.py","1.1.5 for 2021-2022 @t1",,"p",,,,,
"X-Keystroke","t",,"92","1690669982818","main.py","1.1.5 for 2021-2022 @t1",,"t",,,,,
"X-Keystroke","i",,"93","1690669982946","main.py","1.1.5 for 2021-2022 @t1",,"i",,,,,
"X-Keystroke","o",,"94","1690669983109","main.py","1.1.5 for 2021-2022 @t1",,"o",,,,,
"X-Keystroke","n",,"95","1690669983294","main.py","1.1.5 for 2021-2022 @t1",,"n",,,,,
"X-Keystroke","s",,"96","1690669983425","main.py","1.1.5 for 2021-2022 @t1",,"s",,,,,
"X-Keystroke","#",,"100","1690669985079","main.py","1.1.5 for 2021-2022 @t1",,"#",,,,,
"X-Keystroke"," ",,"101","1690669985264","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit","o","","93","1690669983109","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","o",,"94","1690669983109","main.py","1.1.5 for 2021-2022 @t1",,"o",,,,,
"File.Edit","n","","94","1690669983294","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","n",,"95","1690669983294","main.py","1.1.5 for 2021-2022 @t1",,"n",,,,,
"File.Edit","s","","95","1690669983425","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","s",,"96","1690669983425","main.py","1.1.5 for 2021-2022 @t1",,"s",,,,,
"X-Action","Enter",,,"1690669983964","main.py","1.1.5 for 2021-2022 @t1",,"Enter",,,,,
"File.Edit","
","","96","1690669983964","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Action","Enter",,,"1690669984179","main.py","1.1.5 for 2021-2022 @t1",,"Enter",,,,,
"File.Edit","
","","97","1690669984179","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Action","Enter",,,"1690669984363","main.py","1.1.5 for 2021-2022 @t1",,"Enter",,,,,
"File.Edit","
","","98","1690669984379","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","#","","99","1690669985079","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","#",,"100","1690669985079","main.py","1.1.5 for 2021-2022 @t1",,"#",,,,,
"File.Edit"," ","","100","1690669985264","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"101","1690669985264","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit","a","","101","1690669985511","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","a",,"102","1690669985527","main.py","1.1.5 for 2021-2022 @t1",,"a",,,,,
"File.Edit","n","","102","1690669985781","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","n",,"103","1690669985781","main.py","1.1.5 for 2021-2022 @t1",,"n",,,,,
"File.Edit","a","","103","1690669985881","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","a",,"104","1690669985881","main.py","1.1.5 for 2021-2022 @t1",,"a",,,,,
"X-Keystroke","a",,"102","1690669985527","main.py","1.1.5 for 2021-2022 @t1",,"a",,,,,
"X-Keystroke","n",,"103","1690669985781","main.py","1.1.5 for 2021-2022 @t1",,"n",,,,,
"X-Keystroke","a",,"104","1690669985881","main.py","1.1.5 for 2021-2022 @t1",,"a",,,,,
"X-Keystroke","l",,"105","1690669986745","main.py","1.1.5 for 2021-2022 @t1",,"l",,,,,
"X-Keystroke","y",,"106","1690669987067","main.py","1.1.5 for 2021-2022 @t1",,"y",,,,,
"X-Keystroke","z",,"107","1690669987554","main.py","1.1.5 for 2021-2022 @t1",,"z",,,,,
"X-Keystroke"," ",,"108","1690669987871","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit","l","","104","1690669986729","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","l",,"105","1690669986745","main.py","1.1.5 for 2021-2022 @t1",,"l",,,,,
"File.Edit","y","","105","1690669987067","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","y",,"106","1690669987067","main.py","1.1.5 for 2021-2022 @t1",,"y",,,,,
"File.Edit","z","","106","1690669987554","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","z",,"107","1690669987554","main.py","1.1.5 for 2021-2022 @t1",,"z",,,,,
"File.Edit"," ","","107","1690669987871","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"108","1690669987871","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit","d","","108","1690669988620","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","d",,"109","1690669988620","main.py","1.1.5 for 2021-2022 @t1",,"d",,,,,
"File.Edit","a","","109","1690669988821","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","a",,"110","1690669988821","main.py","1.1.5 for 2021-2022 @t1",,"a",,,,,
"File.Edit","t","","110","1690669988990","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","t",,"111","1690669988990","main.py","1.1.5 for 2021-2022 @t1",,"t",,,,,
"File.Edit","a","","111","1690669989218","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","a",,"112","1690669989218","main.py","1.1.5 for 2021-2022 @t1",,"a",,,,,
"X-Keystroke","d",,"109","1690669988620","main.py","1.1.5 for 2021-2022 @t1",,"d",,,,,
"X-Keystroke","a",,"110","1690669988821","main.py","1.1.5 for 2021-2022 @t1",,"a",,,,,
"X-Keystroke","t",,"111","1690669988990","main.py","1.1.5 for 2021-2022 @t1",,"t",,,,,
"X-Keystroke","a",,"112","1690669989218","main.py","1.1.5 for 2021-2022 @t1",,"a",,,,,
"X-Keystroke","c",,"109","1690669990595","main.py","1.1.5 for 2021-2022 @t1",,"c",,,,,
"X-Keystroke","h",,"110","1690669990795","main.py","1.1.5 for 2021-2022 @t1",,"h",,,,,
"X-Keystroke","a",,"111","1690669990942","main.py","1.1.5 for 2021-2022 @t1",,"a",,,,,
"X-Keystroke","r",,"112","1690669991111","main.py","1.1.5 for 2021-2022 @t1",,"r",,,,,
"X-Keystroke","t",,"113","1690669991365","main.py","1.1.5 for 2021-2022 @t1",,"t",,,,,
"X-Action","Backspace",,,"1690669989993","main.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","a","111","1690669989993","main.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1690669990178","main.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","t","110","1690669990178","main.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1690669990310","main.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","a","109","1690669990310","main.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1690669990463","main.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","d","108","1690669990463","main.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","c","","108","1690669990595","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","c",,"109","1690669990595","main.py","1.1.5 for 2021-2022 @t1",,"c",,,,,
"File.Edit","h","","109","1690669990795","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","h",,"110","1690669990795","main.py","1.1.5 for 2021-2022 @t1",,"h",,,,,
"File.Edit","a","","110","1690669990942","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","a",,"111","1690669990942","main.py","1.1.5 for 2021-2022 @t1",,"a",,,,,
"File.Edit","r","","111","1690669991111","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","r",,"112","1690669991111","main.py","1.1.5 for 2021-2022 @t1",,"r",,,,,
"File.Edit","t","","112","1690669991365","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","t",,"113","1690669991365","main.py","1.1.5 for 2021-2022 @t1",,"t",,,,,
"File.Edit","s","","113","1690669991697","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","s",,"114","1690669991697","main.py","1.1.5 for 2021-2022 @t1",,"s",,,,,
"X-Action","Backspace",,,"1690669992566","main.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","s","113","1690669992566","main.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Keystroke","s",,"114","1690669991697","main.py","1.1.5 for 2021-2022 @t1",,"s",,,,,
"X-Keystroke","s",,"114","1690669994117","main.py","1.1.5 for 2021-2022 @t1",,"s",,,,,
"X-Keystroke"," ",,"115","1690669994271","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit","s","","113","1690669994117","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","s",,"114","1690669994117","main.py","1.1.5 for 2021-2022 @t1",,"s",,,,,
"File.Edit"," ","","114","1690669994271","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"115","1690669994271","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit","v","","115","1690669995136","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","v",,"116","1690669995136","main.py","1.1.5 for 2021-2022 @t1",,"v",,,,,
"X-Action","Backspace",,,"1690669995607","main.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","v","115","1690669995607","main.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","b","","115","1690669996325","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","b",,"116","1690669996325","main.py","1.1.5 for 2021-2022 @t1",,"b",,,,,
"File.Edit","y","","116","1690669996525","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","y",,"117","1690669996525","main.py","1.1.5 for 2021-2022 @t1",,"y",,,,,
"File.Edit"," ","","117","1690669996711","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"118","1690669996711","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","v",,"116","1690669995136","main.py","1.1.5 for 2021-2022 @t1",,"v",,,,,
"X-Keystroke","b",,"116","1690669996325","main.py","1.1.5 for 2021-2022 @t1",,"b",,,,,
"X-Keystroke","y",,"117","1690669996525","main.py","1.1.5 for 2021-2022 @t1",,"y",,,,,
"X-Keystroke"," ",,"118","1690669996711","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","t",,"119","1690669997396","main.py","1.1.5 for 2021-2022 @t1",,"t",,,,,
"X-Keystroke","i",,"120","1690669997581","main.py","1.1.5 for 2021-2022 @t1",,"i",,,,,
"X-Keystroke","m",,"121","1690669997697","main.py","1.1.5 for 2021-2022 @t1",,"m",,,,,
"X-Keystroke","e",,"122","1690669997829","main.py","1.1.5 for 2021-2022 @t1",,"e",,,,,
"File.Edit","t","","118","1690669997396","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","t",,"119","1690669997396","main.py","1.1.5 for 2021-2022 @t1",,"t",,,,,
"File.Edit","i","","119","1690669997581","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","i",,"120","1690669997581","main.py","1.1.5 for 2021-2022 @t1",,"i",,,,,
"File.Edit","m","","120","1690669997697","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","m",,"121","1690669997697","main.py","1.1.5 for 2021-2022 @t1",,"m",,,,,
"File.Edit","e","","121","1690669997829","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","e",,"122","1690669997829","main.py","1.1.5 for 2021-2022 @t1",,"e",,,,,
"File.Edit"," ","","122","1690669998630","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"123","1690669998630","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit","f","","123","1690669998861","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","f",,"124","1690669998861","main.py","1.1.5 for 2021-2022 @t1",,"f",,,,,
"File.Edit","r","","124","1690669999078","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","r",,"125","1690669999078","main.py","1.1.5 for 2021-2022 @t1",,"r",,,,,
"File.Edit","i","","125","1690669999278","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","i",,"126","1690669999278","main.py","1.1.5 for 2021-2022 @t1",,"i",,,,,
"File.Edit","m","","126","1690669999400","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","m",,"127","1690669999400","main.py","1.1.5 for 2021-2022 @t1",,"m",,,,,
"File.Edit"," ","","127","1690669999949","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"128","1690669999949","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke"," ",,"123","1690669998630","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","f",,"124","1690669998861","main.py","1.1.5 for 2021-2022 @t1",,"f",,,,,
"X-Keystroke","r",,"125","1690669999078","main.py","1.1.5 for 2021-2022 @t1",,"r",,,,,
"X-Keystroke","i",,"126","1690669999278","main.py","1.1.5 for 2021-2022 @t1",,"i",,,,,
"X-Keystroke","m",,"127","1690669999400","main.py","1.1.5 for 2021-2022 @t1",,"m",,,,,
"X-Keystroke"," ",,"128","1690669999949","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","r",,"125","1690670001423","main.py","1.1.5 for 2021-2022 @t1",,"r",,,,,
"X-Action","Backspace",,,"1690670000820","main.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit",""," ","127","1690670000820","main.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1690670000990","main.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","m","126","1690670000990","main.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1690670001153","main.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","i","125","1690670001153","main.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1690670001307","main.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","r","124","1690670001307","main.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","r","","124","1690670001423","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","r",,"125","1690670001423","main.py","1.1.5 for 2021-2022 @t1",,"r",,,,,
"File.Edit","i","","125","1690670001670","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","i",,"126","1690670001670","main.py","1.1.5 for 2021-2022 @t1",,"i",,,,,
"File.Edit","m","","126","1690670001793","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","m",,"127","1690670001793","main.py","1.1.5 for 2021-2022 @t1",,"m",,,,,
"File.Edit"," ","","127","1690670001940","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"128","1690670001940","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","i",,"126","1690670001670","main.py","1.1.5 for 2021-2022 @t1",,"i",,,,,
"X-Keystroke","m",,"127","1690670001793","main.py","1.1.5 for 2021-2022 @t1",,"m",,,,,
"X-Keystroke"," ",,"128","1690670001940","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit","1","","128","1690670005348","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","1",,"129","1690670005348","main.py","1.1.5 for 2021-2022 @t1",,"1",,,,,
"File.Edit"," ","","129","1690670005501","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"130","1690670005501","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit","m","","130","1690670005802","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","m",,"131","1690670005802","main.py","1.1.5 for 2021-2022 @t1",,"m",,,,,
"File.Edit","i","","131","1690670005980","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","i",,"132","1690670005980","main.py","1.1.5 for 2021-2022 @t1",,"i",,,,,
"File.Edit","n","","132","1690670006080","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","n",,"133","1690670006080","main.py","1.1.5 for 2021-2022 @t1",,"n",,,,,
"File.Edit"," ","","133","1690670006335","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"134","1690670006335","main.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit","|","","134","1690670007168","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
